Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
RBL159	AN20	108	-0.248143106	0.110262166	1.14833E-06	0.00028361	Exploitation	exploitation
RBL159	AN20	120	-0.249251239	0.111981947	1.33562E-06	0.000272135	Exploitation	exploitation
RBL159	AN20	132	-0.244363299	0.11262063	3.7519E-06	0.000246962	Exploitation	exploitation
RBL159	AN20	144	-0.238859076	0.113712558	6.37661E-06	0.000212852	Exploitation	exploitation
RBL159	AN20	156	-0.232659526	0.113018264	1.20385E-05	0.000198512	Exploitation	exploitation
RBL159	AN20	168	-0.223885825	0.117175562	0.000540032	0.000113701	Exploitation	exploitation
RBL159	AN21	12	-0.080586385	0.10547182	0.053617048	1.30882E-06	Commensalism	exploitation
RBL159	AN21	24	-0.07777538	0.100162738	0.049564673	4.04531E-05	Exploitation	exploitation
RBL159	AN21	36	-0.09689751	0.100840383	0.021541926	0.000609659	Exploitation	exploitation
RBL159	AN21	48	-0.137340224	0.111733344	0.002406955	0.001626656	Exploitation	exploitation
RBL159	AN21	60	-0.151330495	0.109108628	0.001916045	0.001160981	Exploitation	exploitation
RBL159	AN21	72	-0.153960821	0.116457904	0.002342905	0.000575481	Exploitation	exploitation
RBL159	AN21	84	-0.147048889	0.118026873	0.004551043	0.000431671	Exploitation	exploitation
RBL159	AN21	96	-0.14194324	0.123776252	0.006370634	0.000232508	Exploitation	exploitation
RBL159	AN21	108	-0.134652132	0.123424926	0.009490754	0.00018722	Exploitation	exploitation
RBL159	AN21	120	-0.136587981	0.123717863	0.009366615	0.000161365	Exploitation	exploitation
RBL159	AN21	132	-0.132257086	0.124468677	0.012431679	0.000150637	Exploitation	exploitation
RBL159	AN21	144	-0.129100496	0.123724282	0.014514195	0.00016824	Exploitation	exploitation
RBL159	AN21	156	-0.126500907	0.123387869	0.015096706	0.000167438	Exploitation	exploitation
RBL159	AN21	168	-0.133055714	0.107845822	0.057247514	0.000219005	Commensalism	exploitation
RBL159	AN23	12	0.011557058	0.081563238	0.188744497	0.073816708	Neutralism	commensalism
RBL159	AN23	24	0.060160287	0.080622829	0.000238674	0.071214687	Commensalism	commensalism
RBL159	AN23	36	0.081625651	0.079305172	0.00093639	0.124259573	Commensalism	commensalism
RBL159	AN23	48	0.077060616	0.069073164	0.001921523	0.216927047	Commensalism	commensalism
RBL159	AN23	60	0.068837375	0.056948864	0.000430999	0.349769561	Commensalism	commensalism
RBL159	AN23	72	0.071232077	0.051416881	8.98858E-05	0.403128915	Commensalism	commensalism
RBL159	AN23	84	0.080627702	0.051652463	1.36717E-05	0.4019187	Commensalism	commensalism
RBL159	AN23	96	0.093567573	0.059010153	1.42018E-06	0.338787707	Commensalism	commensalism
RBL159	AN23	108	0.104679788	0.059661219	1.61197E-07	0.329267909	Commensalism	commensalism
RBL159	AN23	120	0.11161561	0.058925735	2.05757E-08	0.329640819	Commensalism	commensalism
RBL159	AN23	132	0.118781682	0.059202761	2.09895E-09	0.32996663	Commensalism	commensalism
RBL159	AN23	144	0.125250474	0.061582208	8.87755E-10	0.304344775	Commensalism	commensalism
RBL159	AN23	156	0.12899906	0.059659474	2.97489E-09	0.308575748	Commensalism	commensalism
RBL159	AN23	168	0.135344389	0.062890885	1.37915E-09	0.417080019	Commensalism	commensalism
RBL159	AN24	12	0.002825821	0.111769796	0.660727624	2.10157E-05	Commensalism	commensalism
RBL159	AN24	24	-0.002367257	0.106009887	0.723080389	3.39567E-05	Commensalism	commensalism
RBL159	AN24	36	-0.015691621	0.120752695	0.313880844	0.00051059	Commensalism	commensalism
RBL159	AN24	48	-0.032141232	0.132701428	0.114647816	0.000507898	Commensalism	commensalism
RBL159	AN24	60	-0.042446385	0.122996301	0.035992735	0.000255333	Exploitation	commensalism
RBL159	AN24	72	-0.036698907	0.123042409	0.051895246	0.000105308	Commensalism	commensalism
RBL159	AN24	84	-0.028883756	0.124564045	0.092740438	7.48292E-05	Commensalism	commensalism
RBL159	AN24	96	-0.020994257	0.131401932	0.191267213	5.45193E-05	Commensalism	commensalism
RBL159	AN24	108	-0.01577579	0.13178937	0.288909887	4.83214E-05	Commensalism	commensalism
RBL159	AN24	120	-0.012393067	0.134072733	0.386199906	3.62912E-05	Commensalism	commensalism
RBL159	AN24	132	-0.008862869	0.134344812	0.509586123	2.7979E-05	Commensalism	commensalism
RBL159	AN24	144	-0.006852142	0.134905963	0.582603208	2.56172E-05	Commensalism	commensalism
RBL159	AN24	156	-0.00472872	0.135323362	0.683395997	1.80974E-05	Commensalism	commensalism
RBL159	AN24	168	-0.013396638	0.1175479	0.312037882	0.000252896	Commensalism	commensalism
RBL159	AN25	12	0.002519656	0.106598942	0.178980689	4.17262E-07	Commensalism	exploitation
RBL159	AN25	24	0.003658635	0.105465954	0.291294541	7.2409E-07	Commensalism	exploitation
RBL159	AN25	36	-0.026477482	0.125454498	3.26398E-05	1.34993E-06	Exploitation	exploitation
RBL159	AN25	48	-0.074861428	0.148795163	7.62056E-09	2.11527E-05	Exploitation	exploitation
RBL159	AN25	60	-0.089352595	0.141826748	1.04292E-08	7.75264E-06	Exploitation	exploitation
RBL159	AN25	72	-0.079628568	0.138731215	1.23629E-05	2.94887E-06	Exploitation	exploitation
RBL159	AN25	84	-0.065635848	0.136545411	0.000771332	1.03951E-06	Exploitation	exploitation
RBL159	AN25	96	-0.051320428	0.14146322	0.010459203	1.0382E-06	Exploitation	exploitation
RBL159	AN25	108	-0.041203033	0.140204718	0.03618596	1.74087E-06	Exploitation	exploitation
RBL159	AN25	120	-0.035623244	0.140329186	0.073599728	2.07192E-06	Commensalism	exploitation
RBL159	AN25	132	-0.030652857	0.139963765	0.129938503	1.88849E-06	Commensalism	exploitation
RBL159	AN25	144	-0.025038362	0.13873065	0.212752556	2.9433E-06	Commensalism	exploitation
RBL159	AN25	156	-0.023999919	0.137009245	0.227857817	2.37138E-06	Commensalism	exploitation
RBL159	AN25	168	-0.019094055	0.138567719	0.437267814	5.66193E-05	Commensalism	exploitation
RBL159	AN26	12	0.008960798	0.114951734	0.325386003	0.000197137	Commensalism	commensalism
RBL159	AN26	24	0.006794212	0.107079458	0.086793012	9.8284E-05	Commensalism	commensalism
RBL159	AN26	36	-0.01636263	0.105274022	0.017320925	0.000931766	Exploitation	commensalism
RBL159	AN26	48	-0.050411516	0.106567627	0.001135516	0.003019724	Exploitation	commensalism
RBL159	AN26	60	-0.067886723	0.106516115	0.000651262	0.002949961	Exploitation	commensalism
RBL159	AN26	72	-0.067880865	0.111953183	0.003126375	0.000881182	Exploitation	commensalism
RBL159	AN26	84	-0.063594146	0.117204511	0.012746521	0.00042286	Exploitation	commensalism
RBL159	AN26	96	-0.055094268	0.124894316	0.041312457	0.000196188	Exploitation	commensalism
RBL159	AN26	108	-0.049124547	0.125315579	0.079573833	0.000154615	Commensalism	commensalism
RBL159	AN26	120	-0.047734533	0.126655741	0.10581292	9.72715E-05	Commensalism	commensalism
RBL159	AN26	132	-0.042973666	0.12747417	0.151561689	8.08435E-05	Commensalism	commensalism
RBL159	AN26	144	-0.040954486	0.126850044	0.174112148	6.03979E-05	Commensalism	commensalism
RBL159	AN26	156	-0.041111866	0.12673623	0.173821664	5.67072E-05	Commensalism	commensalism
RBL159	AN26	168	-0.047826996	0.113881942	0.221036979	0.000182994	Commensalism	commensalism
RBL159	AN27	12	6.36521E-05	0.107196888	0.975423983	1.14149E-07	Commensalism	cooperation
RBL159	AN27	24	0.03114674	0.102456071	3.55259E-05	3.34891E-06	Cooperation	cooperation
RBL159	AN27	36	0.045234538	0.103089185	0.000598276	0.001617901	Cooperation	cooperation
RBL159	AN27	48	0.046431362	0.111018756	0.001044427	0.000413098	Cooperation	cooperation
RBL159	AN27	60	0.040393311	0.11045062	0.000182755	3.53061E-05	Cooperation	cooperation
RBL159	AN27	72	0.043164247	0.112308446	8.57593E-05	6.68883E-06	Cooperation	cooperation
RBL159	AN27	84	0.048367219	0.115792236	5.21451E-05	1.30726E-06	Cooperation	cooperation
RBL159	AN27	96	0.057019403	0.123885378	3.56033E-05	2.24932E-06	Cooperation	cooperation
RBL159	AN27	108	0.062114093	0.12442417	1.19572E-05	2.37311E-06	Cooperation	cooperation
RBL159	AN27	120	0.062247344	0.124788788	3.31612E-06	1.51431E-06	Cooperation	cooperation
RBL159	AN27	132	0.062305957	0.124199733	5.92222E-06	2.07192E-06	Cooperation	cooperation
RBL159	AN27	144	0.06320634	0.125233277	1.92602E-06	2.13323E-06	Cooperation	cooperation
RBL159	AN27	156	0.059784124	0.123012251	6.71389E-06	1.93148E-06	Cooperation	cooperation
RBL159	AN27	168	0.064127366	0.113333951	1.14502E-05	0.000108075	Cooperation	cooperation
RBL159	AN28	12	-0.004463688	0.105295075	0.227444007	1.12361E-06	Commensalism	exploitation
RBL159	AN28	24	-0.006817895	0.102395351	0.008194604	6.50753E-07	Exploitation	exploitation
RBL159	AN28	36	-0.024466912	0.127504043	0.006343851	1.11567E-06	Exploitation	exploitation
RBL159	AN28	48	-0.047916307	0.144916708	0.001113397	7.28195E-06	Exploitation	exploitation
RBL159	AN28	60	-0.058945407	0.134357886	0.000252861	5.45989E-06	Exploitation	exploitation
RBL159	AN28	72	-0.051788874	0.128087661	0.000194859	1.6309E-06	Exploitation	exploitation
RBL159	AN28	84	-0.037659306	0.127618655	0.001106472	1.40731E-06	Exploitation	exploitation
RBL159	AN28	96	-0.027492389	0.130935663	0.004971535	1.22131E-06	Exploitation	exploitation
RBL159	AN28	108	-0.018748981	0.131048412	0.026857481	1.12174E-06	Exploitation	exploitation
RBL159	AN28	120	-0.014098731	0.132117108	0.082924603	7.53808E-07	Commensalism	exploitation
RBL159	AN28	132	-0.010515784	0.131089573	0.181787304	1.02671E-06	Commensalism	exploitation
RBL159	AN28	144	-0.007089781	0.130638731	0.360841923	9.89426E-07	Commensalism	exploitation
RBL159	AN28	156	-0.006307389	0.130176955	0.40437305	1.0171E-06	Commensalism	exploitation
RBL159	AN28	168	0.007831858	0.137604172	0.024377459	0.000317237	Cooperation	exploitation
RBL159	AN29	12	-0.00168317	0.10679336	0.742754462	1.71525E-05	Commensalism	commensalism
RBL159	AN29	24	-0.003782777	0.100229436	0.494068004	3.24206E-05	Commensalism	commensalism
RBL159	AN29	36	-0.008282868	0.121774563	0.613929599	0.000275237	Commensalism	commensalism
RBL159	AN29	48	0.00167411	0.137358572	0.926584422	0.000527591	Commensalism	commensalism
RBL159	AN29	60	-0.004320675	0.124445545	0.728720609	0.000168234	Commensalism	commensalism
RBL159	AN29	72	-0.011943071	0.11876683	0.259760254	9.80017E-05	Commensalism	commensalism
RBL159	AN29	84	-0.015741334	0.117099076	0.103894873	4.07489E-05	Commensalism	commensalism
RBL159	AN29	96	-0.016564104	0.123335908	0.079156187	2.52324E-05	Commensalism	commensalism
RBL159	AN29	108	-0.017008378	0.122416443	0.059755251	1.80503E-05	Commensalism	commensalism
RBL159	AN29	120	-0.017125593	0.123892085	0.063590099	1.6647E-05	Commensalism	commensalism
RBL159	AN29	132	-0.017312075	0.123536392	0.065068085	1.49156E-05	Commensalism	commensalism
RBL159	AN29	144	-0.016581537	0.123805375	0.071312259	1.05677E-05	Commensalism	commensalism
RBL159	AN29	156	-0.01612613	0.123829983	0.083909248	1.22832E-05	Commensalism	commensalism
RBL159	AN29	168	-0.011812818	0.125393264	0.239837988	4.6255E-05	Commensalism	commensalism
RBL159	AN30	12	0.008272575	0.116577924	0.147830324	1.33857E-05	Commensalism	commensalism
RBL159	AN30	24	-0.002883146	0.108353233	0.313360638	1.23602E-06	Commensalism	commensalism
RBL159	AN30	36	-0.028816481	0.126709726	0.002136001	1.7544E-06	Exploitation	commensalism
RBL159	AN30	48	-0.046157398	0.140554851	0.000653312	1.87679E-05	Exploitation	commensalism
RBL159	AN30	60	-0.055989322	0.130305832	0.000268376	4.5057E-05	Exploitation	commensalism
RBL159	AN30	72	-0.049077835	0.129957428	0.001214784	1.79815E-05	Exploitation	commensalism
RBL159	AN30	84	-0.036226568	0.130845131	0.008343601	9.72457E-06	Exploitation	commensalism
RBL159	AN30	96	-0.026758421	0.136823733	0.030014848	1.04578E-05	Exploitation	commensalism
RBL159	AN30	108	-0.020215336	0.137320815	0.059842943	1.20559E-05	Commensalism	commensalism
RBL159	AN30	120	-0.016659048	0.139709302	0.093685572	8.08555E-06	Commensalism	commensalism
RBL159	AN30	132	-0.013330869	0.140204379	0.160132428	8.98256E-06	Commensalism	commensalism
RBL159	AN30	144	-0.011097076	0.139304425	0.22134487	9.24026E-06	Commensalism	commensalism
RBL159	AN30	156	-0.009713593	0.139191404	0.271060261	5.13497E-06	Commensalism	commensalism
RBL159	AN30	168	-0.02048851	0.131018412	0.005762308	0.000110106	Exploitation	commensalism
RBL159	AN31	12	0.017945072	0.112027319	6.58829E-07	1.67656E-06	Cooperation	cooperation
RBL159	AN31	24	0.079406291	0.110506045	7.65941E-11	1.26411E-05	Cooperation	cooperation
RBL159	AN31	36	0.097424525	0.110232794	2.81093E-08	0.000881363	Cooperation	cooperation
RBL159	AN31	48	0.091074283	0.101701086	1.37247E-07	0.006884664	Cooperation	cooperation
RBL159	AN31	60	0.085186832	0.092288883	4.59562E-08	0.009648553	Cooperation	cooperation
RBL159	AN31	72	0.093748111	0.094407983	1.20386E-08	0.004173968	Cooperation	cooperation
RBL159	AN31	84	0.106276844	0.094129046	6.96584E-09	0.003251114	Cooperation	cooperation
RBL159	AN31	96	0.121168012	0.100371058	2.10676E-09	0.001658901	Cooperation	cooperation
RBL159	AN31	108	0.131771288	0.101540702	2.92071E-10	0.001041346	Cooperation	cooperation
RBL159	AN31	120	0.135673686	0.100110171	4.23116E-11	0.001012104	Cooperation	cooperation
RBL159	AN31	132	0.139530632	0.100777382	7.067E-13	0.000721247	Cooperation	cooperation
RBL159	AN31	144	0.141927921	0.101543539	2.09155E-13	0.000609318	Cooperation	cooperation
RBL159	AN31	156	0.142619053	0.100734774	9.7741E-14	0.000538567	Cooperation	cooperation
RBL159	AN31	168	0.142820564	0.101439312	1.04233E-10	0.001840215	Cooperation	cooperation
RBL159	AN32	12	0.007840647	0.116452778	0.386593364	0.000117392	Commensalism	cooperation
RBL159	AN32	24	0.000847781	0.111058414	0.894527165	5.64565E-06	Commensalism	cooperation
RBL159	AN32	36	-0.021922886	0.128646383	0.052307018	4.76814E-05	Commensalism	cooperation
RBL159	AN32	48	-0.038897316	0.140400543	0.009804483	0.000119476	Exploitation	cooperation
RBL159	AN32	60	-0.040832302	0.131459738	0.006538404	7.29317E-05	Exploitation	cooperation
RBL159	AN32	72	-0.026046107	0.130025377	0.029698539	4.68397E-05	Exploitation	cooperation
RBL159	AN32	84	-0.005553978	0.130642268	0.58191623	2.41361E-05	Commensalism	cooperation
RBL159	AN32	96	0.011477441	0.137427305	0.197153276	1.95633E-05	Commensalism	cooperation
RBL159	AN32	108	0.02161497	0.136642299	0.00875731	1.93786E-05	Cooperation	cooperation
RBL159	AN32	120	0.028202472	0.137147659	0.001017107	2.21691E-05	Cooperation	cooperation
RBL159	AN32	132	0.034307639	0.137678566	0.000140323	1.54417E-05	Cooperation	cooperation
RBL159	AN32	144	0.038127596	0.136951674	6.06792E-05	1.20785E-05	Cooperation	cooperation
RBL159	AN32	156	0.040755122	0.136592027	3.39938E-05	9.9849E-06	Cooperation	cooperation
RBL159	AN32	168	0.043938809	0.138410393	0.000349905	0.000233849	Cooperation	cooperation
RBL159	AN33	12	-0.006565863	0.103047173	0.071726289	4.38773E-07	Commensalism	exploitation
RBL159	AN33	24	-0.000930562	0.096346648	0.923023333	2.96325E-06	Commensalism	exploitation
RBL159	AN33	36	-0.005286097	0.11066954	0.663481861	0.00018407	Commensalism	exploitation
RBL159	AN33	48	-0.030852793	0.112238948	0.014141375	0.000503417	Exploitation	exploitation
RBL159	AN33	60	-0.049051539	0.107744715	0.000166332	0.000339663	Exploitation	exploitation
RBL159	AN33	72	-0.0554403	0.112628192	8.0411E-05	0.000216949	Exploitation	exploitation
RBL159	AN33	84	-0.060962184	0.116398351	1.81638E-05	0.00012081	Exploitation	exploitation
RBL159	AN33	96	-0.061647724	0.125037923	9.40052E-06	7.72348E-05	Exploitation	exploitation
RBL159	AN33	108	-0.058285014	0.126524048	1.52499E-05	6.78909E-05	Exploitation	exploitation
RBL159	AN33	120	-0.052942224	0.129470564	3.95921E-05	6.48152E-05	Exploitation	exploitation
RBL159	AN33	132	-0.047064454	0.130554409	0.000148564	6.34322E-05	Exploitation	exploitation
RBL159	AN33	144	-0.03910076	0.132808493	0.000494968	5.24096E-05	Exploitation	exploitation
RBL159	AN33	156	-0.03330695	0.133585948	0.001165827	5.61867E-05	Exploitation	exploitation
RBL159	AN33	168	-0.018999827	0.138867443	0.002906093	6.44123E-05	Exploitation	exploitation
RBL159	AN34	12	0.01298531	0.049433171	0.003906354	0.366628882	Commensalism	commensalism
RBL159	AN34	24	0.048098629	0.048109027	7.76367E-06	0.364535653	Commensalism	commensalism
RBL159	AN34	36	0.077939924	0.049364266	2.6027E-05	0.418544762	Commensalism	commensalism
RBL159	AN34	48	0.077864654	0.037020289	0.000143388	0.589772346	Commensalism	commensalism
RBL159	AN34	60	0.070829494	0.014913791	0.000102993	0.844604324	Commensalism	commensalism
RBL159	AN34	72	0.0780003	0.011609382	4.20112E-05	0.880816164	Commensalism	commensalism
RBL159	AN34	84	0.088934674	0.012560147	8.72101E-06	0.870706946	Commensalism	commensalism
RBL159	AN34	96	0.102208473	0.020492526	1.18804E-06	0.787092211	Commensalism	commensalism
RBL159	AN34	108	0.112102543	0.021228433	1.41973E-07	0.777398952	Commensalism	commensalism
RBL159	AN34	120	0.119602209	0.022216367	4.79258E-08	0.765408011	Commensalism	commensalism
RBL159	AN34	132	0.125833139	0.020400174	9.05571E-09	0.783639864	Commensalism	commensalism
RBL159	AN34	144	0.130718086	0.021958899	5.58109E-09	0.758912763	Commensalism	commensalism
RBL159	AN34	156	0.13395001	0.022039914	4.37292E-09	0.753248319	Commensalism	commensalism
RBL159	AN34	168	0.130925225	0.00503489	4.8861E-07	0.958695214	Commensalism	commensalism
RBL159	AN35	12	0.001074605	0.104752759	0.836605961	2.30962E-06	Commensalism	cooperation
RBL159	AN35	24	0.048941756	0.100742089	0.000194606	9.89127E-06	Cooperation	cooperation
RBL159	AN35	36	0.075212171	0.09852455	0.001015775	0.000222753	Cooperation	cooperation
RBL159	AN35	48	0.073024458	0.100849458	0.004881246	0.000556396	Cooperation	cooperation
RBL159	AN35	60	0.064828092	0.097638029	0.004217804	0.000883045	Cooperation	cooperation
RBL159	AN35	72	0.070645482	0.097159251	0.001240558	0.000761118	Cooperation	cooperation
RBL159	AN35	84	0.083643204	0.09952344	0.000251321	0.000669448	Cooperation	cooperation
RBL159	AN35	96	0.095721533	0.105437194	2.77873E-05	0.0004401	Cooperation	cooperation
RBL159	AN35	108	0.106867048	0.105884087	3.23583E-06	0.000533299	Cooperation	cooperation
RBL159	AN35	120	0.114180946	0.106613038	5.43581E-07	0.000569919	Cooperation	cooperation
RBL159	AN35	132	0.122048074	0.106471199	9.68023E-08	0.000517385	Cooperation	cooperation
RBL159	AN35	144	0.131860851	0.107371567	5.84194E-08	0.000373132	Cooperation	cooperation
RBL159	AN35	156	0.13705597	0.105838934	6.5311E-05	0.000465832	Cooperation	cooperation
RBL159	AN35	168	0.149018756	0.112620543	6.34058E-10	0.000126312	Cooperation	cooperation
RBL159	AN36	12	-0.003171841	0.040055695	0.207648201	0.406223787	Neutralism	commensalism
RBL159	AN36	24	0.02172223	0.038141532	0.000207956	0.423494865	Commensalism	commensalism
RBL159	AN36	36	0.053241777	0.032031649	0.001154064	0.549627922	Commensalism	commensalism
RBL159	AN36	48	0.053597574	0.015943064	0.001883502	0.798344347	Commensalism	commensalism
RBL159	AN36	60	0.043521142	-0.004979833	0.000306215	0.944788427	Commensalism	commensalism
RBL159	AN36	72	0.050368542	-0.004216244	1.87624E-05	0.955168241	Commensalism	commensalism
RBL159	AN36	84	0.063790369	-0.001188433	3.19337E-06	0.987633376	Commensalism	commensalism
RBL159	AN36	96	0.080938574	0.007857895	4.57137E-07	0.91699324	Commensalism	commensalism
RBL159	AN36	108	0.095901066	0.009797093	9.61235E-08	0.895818611	Commensalism	commensalism
RBL159	AN36	120	0.107670571	0.011993677	2.00788E-08	0.872464333	Commensalism	commensalism
RBL159	AN36	132	0.118883766	0.012035656	4.19569E-09	0.872447567	Commensalism	commensalism
